🇨🇳󠁧󠁢󠁥󠁮央视频道,#genre#
CCTV2-财经,http://39.135.55.105:6610/PLTV/88888888/224/3221226915/index.m3u8?servicetype=1
CCTV2-财经,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV2-财经,http://117.148.179.156/PLTV/88888888/224/3221232362/index.m3u8
CCTV2-财经,http://117.148.179.147/PLTV/88888888/224/3221231678/index.m3u8
CCTV2-财经,http://39.134.115.163:8080/PLTV/88888910/224/3221225643/index.m3u8
CCTV2-财经,http://39.135.138.59:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV2-财经,http://stream-shbu.bestvcdn.com:8080/live/program/live/cctv2/1300000/mnf.m3u8
CCTV2-财经,http://39.135.32.236:6610/PLTV/77777777/224/3221225676/index.m3u8?$广西移动
CCTV2-财经,http://39.135.138.59:18890/PLTV/88888910/224/3221225643/index.m3u8$江西宜春8M
CCTV2-财经,http://117.148.179.147:80/PLTV/88888888/224/3221231678/1.m3u8
CCTV2-财经,http://111.63.117.13:6060/030000001000/G_CCTV-2/G_CCTV-2.m3u8
CCTV2-财经,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV2-财经,http://111.59.189.40:8445/tsfile/live/1001_1.m3u8
CCTV2-财经,http://39.135.138.60:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV2-财经,http://migu.jilu8.cn/3221232362/index.m3u8
CCTV2-财经,http://migu.jilu8.cn/3221232777/index.m3u8
CCTV2-财经,http://migu.jilu8.cn/3221231678/index.m3u8
CCTV3-综艺,http://39.135.55.105:6610/PLTV/88888888/224/3221227055/index.m3u8?servicetype=1
CCTV3-综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3-综艺,http://117.148.179.163/PLTV/88888888/224/3221231682/index.m3u8
CCTV3-综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV3-综艺,http://111.40.196.29/PLTV/88888888/224/3221225588/index.m3u8
CCTV3-综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV3-综艺,http://111.63.117.13:6060/030000001000/CCTV-3/CCTV-3.m3u8
CCTV3-综艺,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/cctv3hd/4000000/mnf.m3u8
CCTV3-综艺,http://shbu4k.live.bestvcdn.com:8080/live/program/live/cctv3hd/4000000/mnf.m3u8
CCTV3-综艺,http://111.40.196.9/PLTV/88888888/224/3221225588/index.m3u8
CCTV3-综艺,http://39.135.32.236:6610/PLTV/77777777/224/3221225677/index.m3u8?$广西移动
CCTV3-综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225634/index.m3u8$江西宜春8M
CCTV3-综艺,http://39.135.138.59:18890/TVOD/88888910/224/3221225647/index.m3u8
CCTV3-综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV3-综艺,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878271
CCTV3-综艺,http://111.59.189.40:8445/tsfile/live/1002_1.m3u8
CCTV3-综艺,http://39.135.138.58:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV3-综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV3-综艺,http://140.207.241.2:8080/live/program/live/cctv3hd/2300000/mnf.m3u8
CCTV3-综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8
CCTV4-中文国际,http://39.135.55.105:6610/PLTV/88888888/224/3221225802/index.m3u8?servicetype=1
CCTV4-中文国际,http://39.135.55.105:6610/PLTV/88888888/224/3221226968/index.m3u8?servicetype=1
CCTV4-中文国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4-中文国际,http://117.148.179.163/PLTV/88888888/224/3221231726/index.m3u8
CCTV4-中文国际,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8
CCTV4-中文国际,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8
CCTV4-中文国际,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv4/1300000/mnf.m3u8
CCTV4-中文国际,http://shbu4k.live.bestvcdn.com:8080/live/program/live/cctv4/1300000/mnf.m3u8
CCTV4-中文国际,http://111.40.196.9/PLTV/88888888/224/3221225490/index.m3u8
CCTV4-中文国际,http://39.135.32.236:6610/PLTV/77777777/224/3221225753/index.m3u8?$广西移动
CCTV4-中文国际,http://39.135.138.59:18890/PLTV/88888910/224/3221225621/index.m3u8$江西宜春8M
CCTV4-中文国际,http://111.59.189.40:8445/tsfile/live/1003_1.m3u8
CCTV4-中文国际,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV4-中文国际,http://migu.jilu8.cn/3221231726/index.m3u8
CCTV4-中文国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8$4M1080P
CCTV4-中文国际欧洲,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8
CCTV4-中文国际欧洲,http://117.148.129.68/PLTV/88888888/224/3221231615/index.m3u8
CCTV4-中文国际欧洲,http://39.136.48.20:8089/PLTV/88888888/224/3221226318/index.m3u8
CCTV4-中文国际欧洲,http://migu.jilu8.cn/3221232852/index.m3u8
CCTV4-中文国际欧洲,http://migu.jilu8.cn/3221231615/index.m3u8
CCTV4-中文国际美洲,http://39.136.48.20:8089/PLTV/88888888/224/3221226395/index.m3u8
CCTV5-体育,http://39.135.55.105:6610/PLTV/88888888/224/3221227170/index.m3u8?servicetype=1
CCTV5-体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5-体育,http://117.148.179.163/PLTV/88888888/224/3221231702/index.m3u8
CCTV5-体育,http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8
CCTV5-体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5-体育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5-体育,http://111.40.196.9/PLTV/88888888/224/3221225668/index.m3u8
CCTV5-体育,http://39.135.32.236:6610/PLTV/77777777/224/3221225801/index.m3u8?$广西移动
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8$江西宜春8M
CCTV5-体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8
CCTV5-体育,http://123.6.9.146:80/live/jz-cctv-5/live.m3u8
CCTV5-体育,http://39.134.67.226/PLTV/88888888/224/3221225818/index.m3u8
CCTV5-体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5-体育,http://migu.jilu8.cn/3221233031/index.m3u8
CCTV5-体育,http://migu.jilu8.cn/3221232929/index.m3u8
CCTV5-体育,http://migu.jilu8.cn/3221232918/index.m3u8
CCTV5-体育,http://migu.jilu8.cn/3221231510/index.m3u8
CCTV5-体育,http://migu.jilu8.cn/3221231702/index.m3u8
CCTV5-体育,http://140.207.241.2:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5-体育,http://39.134.65.208/PLTV/88888888/224/3221225818/index.m3u8
CCTV5-体育,http://39.134.66.110/PLTV/88888888/224/3221225818/index.m3u8
CCTV5-体育,http://39.135.32.26:6610/000000001000/1000000003000030177/1.m3u8?
CCTV5+-体育赛事,http://39.135.55.105:6610/PLTV/88888888/224/3221225821/index.m3u8?servicetype=1
CCTV5+-体育赛事,http://39.135.55.105:6610/PLTV/88888888/224/3221225939/index.m3u8?servicetype=1
CCTV5+-体育赛事,http://39.135.55.105:6610/PLTV/88888888/224/3221226919/index.m3u8?servicetype=1
CCTV5+-体育赛事,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+-体育赛事,http://117.148.179.139/PLTV/88888888/224/3221231535/index.m3u8
CCTV5+-体育赛事,http://111.63.117.13:6060/030000001000/G_CCTV-5PLUS/G_CCTV-5PLUS.m3u8
CCTV5+-体育赛事,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8
CCTV5+-体育赛事,http://39.135.32.236:6610/PLTV/77777777/224/3221225621/index.m3u8?$广西移动
CCTV5+-体育赛事,http://39.135.138.59:18890/PLTV/88888910/224/3221225706/index.m3u8$江西宜春8M
CCTV5+-体育赛事,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225649/2/index.m3u8
CCTV5+-体育赛事,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
CCTV5+-体育赛事,http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8
CCTV5+-体育赛事,http://111.59.189.40:8445/tsfile/live/1018_1.m3u8
CCTV5+-体育赛事,http://39.135.138.60:18890/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+-体育赛事,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+-体育赛事,http://migu.jilu8.cn/3221232443/index.m3u8
CCTV5+-体育赛事,http://39.134.65.175/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+-体育赛事,http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8
CCTV6-电影,http://39.135.55.105:6610/PLTV/88888888/224/3221227137/index.m3u8?servicetype=1
CCTV6-电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV6-电影,http://111.63.117.13:6060/030000001000/CCTV-6/CCTV-6.m3u8
CCTV6-电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV6-电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV6-电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV6-电影,http://39.135.32.236:6610/PLTV/77777777/224/3221225683/index.m3u8?$广西移动
CCTV6-电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8$江西宜春8M
CCTV6-电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV6-电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878396
CCTV6-电影,http://111.59.189.40:8445/tsfile/live/1004_1.m3u8
CCTV6-电影,http://182.254.52.15/keonline.shanghai.liveplay.qq.com/live/program/live/cctv6hd/2300000/mnf.m3u8
CCTV6-电影,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/cctv6hd/4000000/mnf.m3u8
CCTV6-电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV6-电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV6-电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8$7M1080P
CCTV7-国防军事,http://39.135.55.105:6610/PLTV/88888888/224/3221225805/index.m3u8?servicetype=1
CCTV7-国防军事,http://39.135.55.105:6610/PLTV/88888888/224/3221225927/index.m3u8?servicetype=1
CCTV7-国防军事,http://39.135.55.105:6610/PLTV/88888888/224/3221226972/index.m3u8?servicetype=1
CCTV7-国防军事,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV7-国防军事,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV7-国防军事,http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8
CCTV7-国防军事,http://39.135.138.58:18890/PLTV/88888888/224/3221225624/index.m3u8
CCTV7-国防军事,http://39.134.65.179/PLTV/88888888/224/3221225671/1.m3u8
CCTV7-国防军事,http://39.134.65.164/PLTV/88888888/224/3221225671/1.m3u8
CCTV7-国防军事,http://39.134.65.183/PLTV/88888888/224/3221225671/1.m3u8
CCTV7-国防军事,http://39.134.65.173/PLTV/88888888/224/3221225671/1.m3u8
CCTV7-国防军事,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv7/1300000/mnf.m3u8
CCTV7-国防军事,http://stream-shbu.bestvcdn.com:8080/live/program/live/cctv7/1300000/mnf.m3u8
CCTV7-国防军事,http://39.135.32.236:6610/PLTV/77777777/224/3221225627/index.m3u8?$广西移动
CCTV7-国防军事,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8$江西宜春8M
CCTV7-国防军事,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7-国防军事,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168121
CCTV7-国防军事,http://111.59.189.40:8445/tsfile/live/1005_1.m3u8
CCTV7-国防军事,http://183.196.25.171:808/hls/7/index.m3u8
CCTV7-国防军事,http://39.135.138.60:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV7-国防军事,http://migu.jilu8.cn/3221231633/index.m3u8
CCTV7-国防军事,http://39.134.66.110/PLTV/88888888/224/3221225671/index.m3u8
CCTV7-国防军事,http://39.134.66.66/PLTV/88888888/224/3221225671/index.m3u8
CCTV8-电视剧,http://39.135.55.105:6610/PLTV/88888888/224/3221227174/index.m3u8?servicetype=1
CCTV8-电视剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV8-电视剧,http://117.148.179.163/PLTV/88888888/224/3221231694/index.m3u8
CCTV8-电视剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV8-电视剧,http://111.40.196.31/PLTV/88888888/224/3221225592/index.m3u8
CCTV8-电视剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8-电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225631/index.m3u8
CCTV8-电视剧,http://stream-shbu.bestvcdn.com:8080/live/program/live/cctv8hd/4000000/mnf.m3u8
CCTV8-电视剧,http://111.40.196.9/PLTV/88888888/224/3221225592/index.m3u8
CCTV8-电视剧,http://39.135.32.236:6610/PLTV/77777777/224/3221225630/index.m3u8?$广西移动
CCTV8-电视剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8$江西宜春8M
CCTV8-电视剧,http://39.135.138.59:18890/TVOD/88888910/224/3221225635/index.m3u8
CCTV8-电视剧,http://111.63.117.13:6060/030000001000/G_CCTV-8/G_CCTV-8.m3u8
CCTV8-电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV8-电视剧,http://111.59.189.40:8445/tsfile/live/1006_1.m3u8
CCTV8-电视剧,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878356
CCTV8-电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8-电视剧,http://migu.jilu8.cn/3221232983/index.m3u8
CCTV8-电视剧,http://migu.jilu8.cn/3221232786/index.m3u8
CCTV8-电视剧,http://migu.jilu8.cn/3221231501/index.m3u8
CCTV8-电视剧,http://migu.jilu8.cn/3221231694/index.m3u8
CCTV8-电视剧,http://140.207.241.2:8080/live/program/live/cctv8hd/2300000/mnf.m3u8
CCTV9-纪录,http://39.135.55.105:6610/PLTV/88888888/224/3221225820/index.m3u8?servicetype=1
CCTV9-纪录,http://39.135.55.105:6610/PLTV/88888888/224/3221226923/index.m3u8?servicetype=1
CCTV9-纪录,http://39.135.55.105:6610/PLTV/88888888/224/3221225929/index.m3u8?servicetype=1
CCTV9-纪录,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV9-纪录,http://117.148.179.163/PLTV/88888888/224/3221231697/index.m3u8
CCTV9-纪录,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV9-纪录,http://111.40.196.34/PLTV/88888888/224/3221225502/index.m3u8
CCTV9-纪录,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9-纪录,http://117.148.179.162/PLTV/88888888/224/3221231697/index.m3u8
CCTV9-纪录,http://39.135.138.59:18890/PLTV/88888910/224/3221225646/index.m3u8
CCTV9-纪录,http://39.135.32.236:6610/PLTV/77777777/224/3221225633/index.m3u8?$广西移动
CCTV9-纪录,http://39.135.138.59:18890/PLTV/88888910/224/3221225646/index.m3u8$江西宜春8M
CCTV9-纪录,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168140
CCTV9-纪录,http://39.135.138.60:18890/PLTV/88888910/224/3221225646/index.m3u8
CCTV9-纪录,http://39.134.65.208/PLTV/88888888/224/3221225676/index.m3u8
CCTV9-纪录,http://183.196.25.171:808/hls/9/index.m3u8
CCTV9-纪录,http://39.135.138.60:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9-纪录,http://migu.jilu8.cn/3221231697/index.m3u8
CCTV9-纪录,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8$3M1080P
CCTV9-纪录,http://39.134.66.110/PLTV/88888888/224/3221225676/index.m3u8
CCTV10-科教,http://39.135.55.105:6610/PLTV/88888888/224/3221225814/index.m3u8?servicetype=1
CCTV10-科教,http://39.135.55.105:6610/PLTV/88888888/224/3221225931/index.m3u8?servicetype=1
CCTV10-科教,http://39.135.55.105:6610/PLTV/88888888/224/3221226976/index.m3u8?servicetype=1
CCTV10-科教,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV10-科教,http://117.148.179.163/PLTV/88888888/224/3221231666/index.m3u8
CCTV10-科教,http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV10-科教,http://117.148.179.174/PLTV/88888888/224/3221231666/index.m3u8
CCTV10-科教,http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8
CCTV10-科教,http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8
CCTV10-科教,http://39.135.138.59:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV10-科教,http://39.134.65.179/PLTV/88888888/224/3221225677/1.m3u8
CCTV10-科教,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv10/1300000/mnf.m3u8
CCTV10-科教,http://39.135.32.236:6610/PLTV/77777777/224/3221225624/index.m3u8?$广西移动
CCTV10-科教,http://39.135.138.59:18890/PLTV/88888910/224/3221225636/index.m3u8$江西宜春8M
CCTV10-科教,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878405
CCTV10-科教,http://111.59.189.40:8445/tsfile/live/1008_1.m3u8
CCTV10-科教,http://39.135.138.60:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV10-科教,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV10-科教,http://183.196.25.171:808/hls/10/index.m3u8
CCTV10-科教,http://39.135.138.60:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV10-科教,http://migu.jilu8.cn/3221232492/index.m3u8
CCTV10-科教,http://117.148.179.137:80/PLTV/88888888/224/3221231666/1.m3u8
CCTV10-科教,http://39.134.66.110/PLTV/88888888/224/3221225677/index.m3u8
CCTV11-戏曲,http://39.135.55.105:6610/PLTV/88888888/224/3221225815/index.m3u8?servicetype=1
CCTV11-戏曲,http://39.135.55.105:6610/PLTV/88888888/224/3221226927/index.m3u8?servicetype=1
CCTV11-戏曲,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11-戏曲,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV11-戏曲,http://39.135.32.236:6610/PLTV/77777777/224/3221225750/index.m3u8?$广西移动
CCTV11-戏曲,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8$江西宜春8M
CCTV11-戏曲,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV11-戏曲,http://39.134.65.162/PLTV/88888888/224/3221225517/index.m3u8
CCTV11-戏曲,http://111.63.117.13:6060/030000001000/CCTV-11/CCTV-11.m3u8
CCTV11-戏曲,http://111.59.189.40:8445/tsfile/live/1009_1.m3u8
CCTV11-戏曲,http://183.196.25.171:808/hls/11/index.m3u8
CCTV11-戏曲,http://39.135.138.60:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV11-戏曲,http://migu.jilu8.cn/3221232843/index.m3u8
CCTV11-戏曲,http://migu.jilu8.cn/3221231711/index.m3u8
CCTV11-戏曲,http://117.148.179.163:80/PLTV/88888888/224/3221231711/1.m3u8
CCTV11-戏曲,http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8
CCTV12-社会与法,http://39.135.55.105:6610/PLTV/88888888/224/3221225816/index.m3u8?servicetype=1
CCTV12-社会与法,http://39.135.55.105:6610/PLTV/88888888/224/3221225932/index.m3u8?servicetype=1
CCTV12-社会与法,http://39.135.55.105:6610/PLTV/88888888/224/3221226931/index.m3u8?servicetype=1
CCTV12-社会与法,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV12-社会与法,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV12-社会与法,http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8
CCTV12-社会与法,http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8
CCTV12-社会与法,http://39.135.138.59:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV12-社会与法,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8
CCTV12-社会与法,http://111.40.196.9/PLTV/88888888/224/3221225498/index.m3u8
CCTV12-社会与法,http://39.135.32.236:6610/PLTV/77777777/224/3221225670/index.m3u8?$广西移动
CCTV12-社会与法,http://39.135.138.59:18890/PLTV/88888910/224/3221225637/index.m3u8$江西宜春8M
CCTV12-社会与法,http://39.134.65.162/PLTV/88888888/224/3221225669/index.m3u8
CCTV12-社会与法,http://111.63.117.13:6060/030000001000/CCTV-12/CCTV-12.m3u8
CCTV12-社会与法,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168185
CCTV12-社会与法,http://111.59.189.40:8445/tsfile/live/1010_1.m3u8
CCTV12-社会与法,http://39.135.138.60:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV12-社会与法,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
CCTV12-社会与法,http://183.196.25.171:808/hls/12/index.m3u8
CCTV12-社会与法,http://39.135.138.60:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV13-新闻,http://39.135.55.105:6610/PLTV/88888888/224/3221225817/index.m3u8?servicetype=1
CCTV13-新闻,http://39.135.55.105:6610/PLTV/88888888/224/3221226985/index.m3u8?servicetype=1
CCTV13-新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13-新闻,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13-新闻,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV13-新闻,http://117.148.179.139/PLTV/88888888/224/3221231636/index.m3u8
CCTV13-新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV13-新闻,http://39.135.32.236:6610/PLTV/77777777/224/3221225787/index.m3u8?$广西移动
CCTV13-新闻,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8$江西宜春3.5M
CCTV13-新闻,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8
CCTV13-新闻,http://111.63.117.13:6060/030000001000/CCTV-13/CCTV-13.m3u8
CCTV13-新闻,http://111.59.189.40:8445/tsfile/live/1011_1.m3u8
CCTV13-新闻,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13-新闻,http://183.196.25.171:808/hls/13/index.m3u8
CCTV13-新闻,http://migu.jilu8.cn/3221232846/index.m3u8
CCTV13-新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8$3M1080P
CCTV13-新闻,http://39.135.138.58:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13-新闻,http://hw-m-l.cztv.com/channels/lantian/channel16/1080p.m3u8
CCTV14-少儿,http://39.135.55.105:6610/PLTV/88888888/224/3221225819/index.m3u8?servicetype=1
CCTV14-少儿,http://39.135.55.105:6610/PLTV/88888888/224/3221225933/index.m3u8?servicetype=1
CCTV14-少儿,http://39.135.55.105:6610/PLTV/88888888/224/3221227086/index.m3u8?servicetype=1
CCTV14-少儿,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV14-少儿,http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8
CCTV14-少儿,http://39.135.138.59:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV14-少儿,http://39.135.138.59:18890/PLTV/88888910/224/3221225639/index.m3u8$江西宜春4M
CCTV14-少儿,http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8
